SaleID,ProductID,CustomerID,StoreID,Date,Quantity,UnitPrice
2845,55,342,5,2024-02-11,2,732.08
2846,72,272,1,2023-08-20,2,292.75
2847,48,322,4,2023-09-08,3,544.1
2848,22,5,5,2023-03-26,4,767.17
2849,27,82,4,2023-11-15,4,43.14
2850,67,387,5,2023-07-12,2,697.89
2851,13,219,2,2024-09-26,1,440.52
2852,45,118,2,2024-08-23,1,445.28
2853,10,81,2,2024-08-29,3,908.21
2854,9,464,2,2023-10-27,4,861.14
2855,54,70,5,2023-12-24,4,66.96
2856,27,115,1,2024-07-10,1,622.13
2857,34,263,3,2024-03-28,4,441.49
2858,1,306,3,2024-07-16,4,126.64
2859,32,142,2,2024-05-20,2,852.54
2860,89,422,1,2023-03-06,3,80.8
2861,71,488,4,2024-07-19,3,41.78
2862,67,207,1,2023-08-10,3,205.54
2863,84,111,4,2024-04-10,2,310.35
2864,20,303,3,2023-03-13,3,70.27
2865,35,112,1,2024-04-18,3,644.9
2866,90,417,1,2024-11-10,1,442.78
2867,78,43,3,2024-11-28,1,418.07
2868,17,347,1,2024-10-16,3,153.89
2869,18,285,4,2023-01-19,2,443.41
2870,45,128,1,2024-06-05,2,396.26
2871,84,185,4,2024-11-13,2,389.81
2872,53,229,2,2024-02-19,4,226.38
2873,82,389,1,2023-12-30,4,103.49
2874,68,221,4,2024-06-11,2,268.1
2875,65,352,3,2023-03-21,1,670.6
2876,1,444,2,2023-07-09,4,82.19
2877,58,117,1,2023-05-28,2,388.5
2878,26,70,4,2024-11-05,4,519.23
2879,20,386,1,2024-03-18,4,963.52
2880,87,70,4,2023-09-22,4,845.39
2881,10,110,1,2024-10-11,4,917.45
2882,59,427,2,2024-05-23,2,821.8
2883,75,132,2,2023-10-28,4,593.22
2884,41,56,1,2024-04-10,3,862.18
2885,5,477,1,2023-12-31,2,569.59
2886,65,443,5,2024-02-03,2,364.17
2887,17,89,1,2024-05-07,2,378.62
2888,22,137,1,2024-06-25,4,569.81
2889,41,131,2,2024-04-24,2,811.35
2890,68,218,1,2023-06-17,1,142.32
2891,69,176,3,2024-08-25,3,48.87
2892,11,171,1,2023-04-01,1,791.67
2893,56,475,5,2024-12-23,3,651.12
2894,51,100,4,2023-10-27,3,823.1
2895,21,480,2,2023-06-23,4,976.91
2896,76,129,3,2024-10-07,3,258.88
2897,26,57,4,2024-01-08,3,202.35
2898,19,181,3,2023-01-24,1,347.57
2899,60,246,2,2023-07-20,3,879.18
2900,71,144,5,2024-12-31,2,23.82
2901,47,51,2,2023-01-07,2,20.43
2902,71,368,3,2023-01-06,3,224.62
2903,26,459,3,2024-09-21,2,382.16
2904,40,218,2,2023-06-10,4,309.32
2905,5,104,1,2024-08-19,2,826.67
2906,21,383,2,2023-09-05,4,692.83
2907,78,55,5,2023-06-15,3,839.46
2908,4,257,2,2024-03-03,4,389.92
2909,23,346,4,2023-05-25,4,599.85
2910,84,156,1,2024-05-25,3,520.3
2911,15,53,4,2024-06-26,3,479.98
2912,8,442,2,2024-05-23,4,295.22
2913,41,329,1,2023-08-08,1,712.13
2914,19,444,4,2024-10-06,3,528.79
2915,46,187,4,2024-07-29,3,87.82
2916,28,364,1,2023-03-17,1,10.52
2917,68,150,1,2024-10-04,2,30.12
2918,15,264,3,2023-11-15,1,85.19
2919,37,250,1,2023-02-07,2,377.24
2920,1,433,2,2024-07-19,1,312.61
2921,67,298,5,2024-10-03,4,165.08
2922,24,411,3,2024-12-30,3,520.29
2923,27,423,1,2024-05-28,1,970.48
2924,40,211,5,2023-09-03,3,169.09
2925,63,25,3,2023-05-20,2,258.09
2926,61,294,2,2023-09-15,4,467.48
2927,36,341,5,2024-09-08,3,644.43
2928,24,152,1,2024-01-16,1,604.25
2929,24,24,1,2024-04-22,1,525.99
2930,4,252,2,2023-07-04,4,739.9
2931,67,60,3,2023-10-30,2,847.49
2932,34,467,5,2024-05-08,4,998.98
2933,57,434,2,2023-06-13,4,470.86
2934,49,367,3,2024-10-05,3,995.01
2935,87,66,4,2023-07-22,2,733.19
2936,53,398,4,2024-02-12,4,660.77
2937,23,53,3,2023-07-29,3,643.29
2938,69,416,1,2023-04-11,3,911.64
2939,53,106,1,2024-03-21,2,948.45
2940,62,96,4,2024-07-14,2,186.71
2941,41,476,1,2024-01-03,3,498.49
2942,57,176,1,2023-08-27,2,942.04
2943,60,39,3,2024-12-27,3,388.29
2944,54,168,3,2023-10-18,2,240.35
2945,70,42,1,2024-01-07,2,111.63
2946,57,367,3,2024-03-06,2,601.25
2947,10,104,5,2023-10-07,1,703.27
2948,40,333,4,2024-04-11,2,203.59
2949,7,204,5,2023-11-12,1,676.9
2950,38,8,5,2023-03-18,3,900.62
2951,85,463,1,2023-05-31,4,251.14
2952,61,282,1,2024-01-31,4,130.78
2953,84,396,5,2024-05-10,4,837.07
2954,3,43,5,2023-10-24,3,917.28
2955,51,435,2,2024-10-30,2,222.71
2956,86,110,2,2024-12-10,1,724.17
2957,47,475,4,2024-02-11,3,595.01
2958,68,210,5,2023-10-14,4,246.8
2959,76,237,3,2024-05-07,4,825.42
2960,38,356,2,2024-06-19,4,475.73
2961,36,319,1,2024-03-31,4,703.33
2962,41,49,5,2024-05-06,1,308.41
2963,69,115,3,2023-01-09,4,817.62
2964,13,155,3,2023-05-12,1,271.64
2965,87,137,3,2023-03-18,4,371.14
2966,58,167,1,2023-05-11,3,397.55
2967,50,321,2,2024-02-16,1,214.36
2968,30,199,3,2023-03-31,1,875.63
2969,62,474,2,2024-05-12,3,122.35
2970,25,71,4,2024-09-20,4,567.5
2971,27,500,1,2024-09-13,4,816.01
2972,51,7,2,2023-12-20,2,585.1
2973,78,200,2,2023-09-28,2,333.63
2974,57,336,3,2024-01-27,1,783.54
2975,47,67,3,2024-03-07,2,504.19
2976,39,493,1,2024-04-16,3,171.38
2977,16,138,2,2023-11-04,3,323.69
2978,22,242,5,2024-05-22,3,596.02
2979,85,455,3,2023-02-24,1,662.19
2980,54,213,3,2023-02-06,3,552.65
2981,21,181,4,2023-02-24,1,279.29
2982,72,254,1,2024-06-07,1,597.82
2983,16,101,2,2024-04-07,3,339.13
2984,59,351,2,2024-11-27,3,232.67
2985,31,87,2,2024-04-22,1,946.07
2986,42,185,3,2024-12-16,3,321.72
2987,74,91,1,2023-07-30,2,342.26
2988,32,248,2,2023-08-14,1,897.81
2989,59,214,5,2023-01-07,4,151.27
2990,34,359,4,2024-06-23,1,588.75
2991,9,249,4,2023-07-31,3,785.87
2992,81,126,2,2023-07-08,3,280.93
2993,11,411,3,2023-03-16,1,845.64
2994,10,438,4,2023-04-24,1,771.95
2995,86,369,4,2024-11-09,4,491.23
2996,17,4,4,2024-09-09,4,127.53
2997,68,88,4,2023-05-31,1,970.41
2998,48,151,2,2024-03-11,3,627.99
2999,52,176,1,2023-03-25,1,521.93
3000,25,211,1,2023-07-31,2,886.6
3001,21,426,3,2024-04-05,2,427.14
3002,65,259,5,2023-06-26,3,568.0
3003,63,91,1,2023-11-08,1,859.83
3004,89,259,5,2024-11-24,1,399.04
3005,51,412,1,2023-06-08,2,774.67
3006,36,191,1,2024-12-01,1,263.58
3007,81,81,3,2023-07-05,3,705.34
3008,88,415,4,2024-04-15,3,515.33
3009,66,138,3,2023-11-05,4,173.26
3010,15,433,1,2023-09-03,3,144.65
3011,39,470,4,2024-01-19,1,463.11
3012,70,350,4,2023-02-11,1,713.74
3013,1,126,4,2023-10-12,2,607.26
3014,23,369,5,2023-10-27,2,856.18
3015,39,405,1,2024-03-11,3,395.77
3016,57,356,2,2024-01-04,4,845.21
3017,81,309,3,2024-04-30,1,46.66
3018,34,343,5,2024-03-11,4,372.15
3019,41,230,3,2024-03-03,1,82.25
3020,73,460,2,2023-06-30,3,920.05
3021,13,345,4,2024-11-24,3,480.56
3022,70,310,2,2023-12-06,2,322.99
3023,6,441,3,2024-05-05,4,497.56
3024,84,20,2,2024-05-09,2,537.52
3025,52,369,1,2024-12-30,3,847.77
3026,3,49,2,2023-06-12,4,547.0
3027,81,490,1,2024-07-11,1,437.07
3028,63,135,2,2024-03-31,2,961.74
3029,49,29,1,2023-04-02,3,968.87
3030,76,48,1,2023-04-15,1,48.03
3031,47,477,2,2024-12-19,3,709.78
3032,55,269,5,2024-03-14,1,378.04
3033,64,3,4,2024-05-12,2,678.45
3034,65,258,4,2023-11-24,1,640.55
3035,81,16,4,2024-10-12,4,336.8
3036,67,94,1,2024-06-24,1,986.79
3037,90,358,4,2024-05-23,3,363.54
3038,15,134,1,2023-09-08,1,635.66
3039,32,301,5,2023-07-10,2,815.25
3040,68,327,2,2023-02-16,3,154.01
3041,18,133,2,2023-09-08,3,307.56
3042,83,312,1,2023-03-05,3,206.98
3043,43,455,1,2023-11-16,3,784.0
3044,35,482,5,2024-06-07,4,803.2
3045,78,383,4,2023-10-19,3,263.38
3046,58,32,5,2023-01-29,3,14.09
3047,33,305,2,2024-10-12,3,429.12
3048,14,269,2,2024-03-12,2,690.27
3049,34,414,4,2024-08-19,2,626.28
3050,61,25,2,2024-08-08,3,451.24
3051,4,469,1,2023-02-16,4,308.92
3052,88,316,2,2024-02-21,1,479.64
3053,59,59,3,2024-08-15,4,24.95
3054,29,213,4,2024-03-26,3,83.13
3055,83,156,4,2024-09-24,3,171.05
3056,6,496,4,2024-07-08,4,629.15
3057,49,314,3,2024-10-19,3,226.61
3058,40,276,5,2023-03-15,1,429.15
3059,83,418,1,2023-02-22,2,625.2
3060,65,389,4,2023-08-21,1,832.27
3061,69,210,2,2023-07-19,1,554.16
3062,27,444,1,2024-11-04,1,185.36
3063,80,487,2,2024-07-02,4,952.22
3064,6,427,1,2023-04-07,4,99.11
3065,13,57,1,2023-02-18,1,373.45
3066,64,185,2,2024-06-05,4,922.11
3067,62,459,2,2023-02-09,3,606.31
3068,19,54,1,2023-06-02,2,666.03
3069,76,209,4,2023-04-16,4,308.68
3070,80,368,2,2024-07-06,4,87.75
3071,43,429,3,2024-11-06,1,372.1
3072,74,342,3,2023-07-30,2,408.14
3073,89,293,1,2023-07-21,3,277.57
3074,20,340,5,2024-03-08,3,223.33
3075,68,304,1,2024-12-07,2,361.95
3076,44,252,1,2024-07-18,3,643.02
3077,23,374,4,2023-05-27,2,949.54
3078,2,438,4,2024-05-13,1,706.74
3079,22,304,5,2023-10-09,3,781.81
3080,57,112,5,2023-11-06,3,313.01
3081,72,366,5,2023-02-20,2,113.65
3082,7,6,5,2024-05-09,3,298.6
3083,78,418,5,2024-02-13,4,408.63
3084,56,191,1,2024-09-17,1,692.98
3085,67,334,1,2023-09-30,3,939.96
3086,16,432,3,2024-04-02,3,811.2
3087,83,279,3,2023-04-30,3,273.74
3088,51,382,2,2024-12-01,2,822.1
3089,82,340,1,2023-02-15,1,417.63
3090,80,13,5,2023-08-31,1,183.68
3091,72,303,2,2023-11-07,3,466.64
3092,12,44,4,2024-07-15,3,567.59
3093,53,105,1,2023-11-27,2,765.77
3094,75,160,3,2023-01-11,1,356.4
3095,5,154,1,2024-02-28,4,155.31
3096,27,242,1,2023-02-17,3,103.41
3097,12,181,1,2024-01-12,4,121.32
3098,17,14,1,2024-07-21,4,950.52
3099,6,180,4,2023-01-08,1,952.23
3100,5,377,3,2024-06-09,4,969.07
3101,57,292,1,2024-12-27,3,309.46
3102,28,264,4,2024-01-05,3,199.7
3103,78,168,2,2024-03-15,2,981.11
3104,69,214,1,2024-07-19,1,988.38
3105,59,150,4,2024-04-28,1,87.57
3106,33,16,5,2023-09-30,4,755.0
3107,62,91,2,2023-05-11,3,295.78
3108,50,120,3,2024-06-04,3,910.21
3109,19,444,1,2024-12-24,2,98.33
3110,86,253,1,2024-09-25,4,889.69
3111,69,60,4,2023-04-24,3,12.6
3112,66,266,3,2024-06-15,1,526.76
3113,47,409,5,2024-05-13,2,342.21
3114,39,31,2,2023-12-05,1,433.06
3115,68,21,3,2023-01-21,2,439.45
3116,33,219,1,2024-12-20,1,657.07
3117,13,81,4,2023-02-02,4,32.87
3118,84,289,5,2023-05-13,3,694.45
3119,54,31,4,2024-12-03,1,31.98
3120,7,498,2,2023-01-26,4,193.42
3121,79,234,3,2023-12-30,1,610.67
3122,87,474,4,2024-08-23,4,95.57
3123,14,405,4,2023-04-02,2,990.99
3124,87,36,1,2024-06-28,4,786.54
3125,19,449,4,2023-08-26,1,708.61
3126,54,132,5,2023-01-18,3,275.0
3127,20,324,3,2023-10-01,2,58.08
3128,29,346,2,2023-10-16,2,978.99
3129,24,132,4,2023-01-27,4,156.37
3130,82,497,5,2024-03-09,1,832.26
3131,63,9,2,2023-04-18,4,205.54
3132,74,30,5,2023-11-20,2,380.35
3133,57,115,4,2024-06-14,3,696.65
3134,8,301,4,2023-04-14,4,945.91
3135,90,4,3,2023-11-28,1,29.58
3136,62,325,1,2023-12-28,4,268.16
3137,29,237,5,2023-10-16,4,767.32
3138,74,23,1,2024-03-19,4,181.66
3139,17,16,1,2023-02-06,3,120.34
3140,66,22,2,2023-12-14,1,55.72
3141,6,485,2,2023-02-12,1,507.47
3142,58,72,5,2023-05-06,2,770.06
3143,69,304,1,2023-01-09,2,962.12
3144,28,446,3,2024-06-09,4,274.81
3145,62,481,1,2023-05-11,2,130.16
3146,41,444,2,2023-11-21,1,408.53
3147,69,230,1,2023-07-03,4,64.89
3148,82,107,4,2023-10-09,2,338.05
3149,90,208,4,2023-02-22,3,646.65
3150,84,389,3,2024-07-06,2,176.48
3151,41,208,5,2024-06-16,3,635.56
3152,49,263,1,2024-01-12,2,972.23
3153,49,51,4,2023-10-22,1,865.56
3154,76,65,5,2023-07-27,2,363.27
3155,71,265,4,2024-10-24,3,427.28
3156,3,338,5,2024-04-21,3,425.13
3157,10,301,5,2023-03-10,2,861.3
3158,89,378,4,2024-03-12,4,993.89
3159,35,175,2,2023-10-28,3,827.64
3160,80,451,5,2023-01-27,1,562.54
3161,2,152,1,2024-09-19,2,106.39
3162,24,476,4,2024-10-15,3,954.94
3163,74,266,2,2024-07-06,2,861.45
3164,38,329,4,2023-04-16,2,843.0
3165,22,461,3,2024-08-08,4,397.9
3166,26,304,1,2024-07-25,2,452.7
3167,43,163,3,2024-09-25,2,128.47
3168,55,438,5,2024-12-15,2,938.49
3169,39,343,5,2023-01-11,1,943.8
3170,29,367,3,2024-10-20,2,261.9
3171,20,465,3,2023-08-04,1,699.05
3172,41,238,5,2023-11-17,2,211.45
3173,54,199,2,2024-04-04,4,399.02
3174,20,500,1,2024-06-09,4,309.36
3175,19,16,4,2024-08-01,3,395.7
3176,84,309,3,2024-11-22,2,315.88
3177,66,296,1,2023-06-09,4,351.84
3178,30,356,4,2024-04-08,4,793.15
3179,53,276,4,2024-06-05,2,307.03
3180,34,472,3,2024-09-27,3,816.55
3181,22,239,2,2023-09-30,1,572.24
3182,67,69,2,2023-08-29,4,782.64
3183,6,301,1,2024-10-16,4,919.7
3184,79,6,1,2023-06-16,1,147.04
3185,27,220,5,2024-07-22,4,350.45
3186,10,254,2,2024-10-11,1,65.0
3187,73,453,1,2023-11-23,1,412.84
3188,48,433,5,2024-06-12,3,245.03
3189,70,295,4,2023-09-30,1,575.96
3190,59,358,1,2024-01-11,1,785.56
3191,59,386,5,2024-01-10,1,491.5
3192,2,107,2,2023-11-30,1,340.29
3193,29,295,4,2023-01-03,4,161.03
3194,68,118,1,2023-08-31,1,36.56
3195,65,405,2,2024-09-11,4,681.1
3196,83,168,4,2023-02-20,2,40.24
3197,26,485,3,2023-12-16,2,921.63
3198,89,251,2,2023-06-23,1,598.29
3199,10,82,3,2023-04-26,3,359.76
3200,53,54,1,2024-11-25,3,51.49
3201,79,240,5,2023-12-27,4,419.35
3202,59,366,1,2023-12-21,4,868.63
3203,22,12,2,2024-10-27,2,970.13
3204,51,209,3,2023-03-17,4,94.08
3205,48,165,3,2023-03-22,3,779.37
3206,21,366,4,2023-08-17,2,265.77
3207,22,294,1,2023-03-13,1,385.64
3208,30,399,1,2024-02-07,4,552.2
3209,25,7,2,2023-08-06,1,994.78
3210,28,78,3,2024-03-27,4,216.73
3211,65,434,2,2024-01-02,3,139.19
3212,45,65,2,2024-08-12,4,599.03
3213,68,102,3,2024-10-31,3,854.52
3214,7,451,2,2024-07-13,3,651.73
3215,49,357,3,2023-11-08,1,354.1
3216,9,300,2,2023-10-25,4,977.21
3217,36,287,5,2023-01-24,1,995.08
3218,83,171,2,2023-04-20,3,772.94
3219,1,77,2,2023-02-21,3,804.39
3220,10,48,5,2023-10-17,3,763.23
3221,36,255,1,2024-03-19,3,265.08
3222,73,82,3,2024-04-11,2,158.76
3223,46,383,4,2023-09-16,3,558.81
3224,32,209,5,2023-11-20,4,954.6
3225,32,209,1,2024-10-12,3,879.51
3226,6,445,2,2023-12-04,2,115.79
3227,48,459,1,2024-07-09,4,66.42
3228,38,84,5,2024-02-26,2,875.03
3229,17,10,2,2023-09-16,2,616.88
3230,74,29,1,2024-09-16,4,311.28
3231,27,304,4,2023-03-06,2,566.15
3232,54,482,3,2023-06-12,3,229.45
3233,50,465,3,2023-06-13,1,947.48
3234,35,446,5,2024-11-08,1,828.93
3235,85,116,2,2023-02-08,1,962.62
3236,25,490,2,2024-10-26,4,195.19
3237,28,269,3,2023-11-16,4,845.23
3238,15,428,1,2023-12-26,4,564.68
3239,4,47,2,2023-09-26,1,331.74
3240,73,359,4,2023-11-20,1,484.87
3241,27,448,4,2023-11-22,4,944.94
3242,26,91,2,2024-08-09,1,694.54
3243,19,53,2,2023-09-14,2,366.32
3244,17,218,3,2023-07-19,2,999.9
3245,43,348,5,2024-03-13,1,352.29
3246,41,77,3,2024-09-01,4,815.58
3247,42,204,5,2023-04-14,3,786.53
3248,50,44,4,2024-01-07,3,725.7
3249,84,156,5,2023-06-13,1,672.74
3250,40,2,3,2023-04-23,3,117.58
3251,39,357,2,2024-09-06,4,995.01
3252,23,313,5,2024-07-02,2,169.43
3253,52,57,3,2023-04-16,2,600.17
3254,47,290,4,2024-11-29,4,256.66
3255,63,471,5,2023-12-30,3,177.09
3256,69,58,4,2023-01-21,1,563.87
3257,43,254,4,2024-10-21,2,837.98
3258,48,180,1,2023-05-09,3,383.18
3259,34,493,5,2024-04-27,3,86.4
3260,40,157,3,2024-11-29,2,627.52
3261,75,35,5,2023-07-18,2,768.77
3262,61,75,5,2024-09-11,1,303.12
3263,50,432,4,2024-06-04,4,693.68
3264,67,289,4,2024-02-24,3,85.03
3265,62,371,4,2023-08-14,1,367.81
3266,58,75,4,2023-07-28,2,479.39
3267,33,329,3,2023-09-02,4,784.14
3268,75,78,2,2023-10-15,4,344.76
3269,16,255,1,2023-03-07,3,459.16
3270,82,265,4,2023-06-02,4,632.07
3271,48,487,4,2024-05-05,2,627.84
3272,10,304,1,2024-03-10,2,522.58
3273,82,67,4,2024-12-03,2,335.19
3274,38,221,2,2023-08-06,1,673.23
3275,19,467,5,2024-03-04,2,838.78
3276,36,164,1,2024-05-16,1,162.28
3277,59,480,3,2024-10-27,2,347.06
3278,63,455,1,2024-08-16,2,672.06
3279,77,375,2,2023-08-09,4,758.22
3280,46,220,3,2024-03-10,3,783.65
3281,3,172,5,2023-10-07,2,656.74
3282,74,254,4,2024-09-14,4,483.49
3283,65,210,1,2023-04-02,4,649.34
3284,8,188,3,2024-06-07,3,143.69
3285,51,191,1,2023-05-19,4,215.68
3286,81,389,5,2024-10-28,4,928.26
3287,73,215,1,2023-01-23,3,922.95
3288,6,375,3,2024-02-21,1,726.64
3289,89,86,2,2023-12-14,3,333.78
3290,39,474,3,2023-08-25,3,652.35
3291,60,106,1,2023-07-02,2,690.91
3292,28,332,5,2024-05-22,2,519.96
3293,54,296,4,2023-07-17,1,751.04
3294,37,19,4,2024-11-12,3,39.39
3295,9,47,5,2023-05-03,3,263.66
3296,82,65,1,2024-06-29,1,796.51
3297,56,451,5,2024-01-16,2,939.31
3298,59,475,1,2024-05-29,3,877.33
3299,85,146,3,2023-01-06,1,719.33
3300,2,434,2,2023-10-31,2,173.84
3301,61,286,1,2024-09-05,4,375.03
3302,58,382,4,2023-07-11,1,59.71
3303,60,66,4,2024-01-11,1,643.46
3304,40,5,2,2024-06-08,3,455.36
3305,36,93,1,2023-02-05,4,577.28
3306,37,353,2,2023-03-11,2,979.56
3307,79,426,3,2023-10-16,4,408.23
3308,18,468,2,2023-04-15,3,313.64
3309,63,94,3,2024-12-16,3,159.1
3310,22,106,4,2023-11-09,2,152.17
3311,11,133,3,2023-02-24,2,523.39
3312,58,434,1,2023-04-17,2,751.74
3313,57,341,1,2024-10-14,3,568.82
3314,77,314,1,2023-11-03,2,874.56
3315,4,79,1,2023-02-05,2,322.71
3316,86,212,5,2023-05-13,2,599.1
3317,7,8,3,2023-01-25,1,664.63
3318,61,497,1,2023-02-06,2,287.88
3319,54,159,2,2023-01-19,3,402.34
3320,88,268,2,2023-02-04,1,595.03
3321,68,149,5,2023-12-29,3,30.72
3322,79,350,3,2024-02-22,4,887.74
3323,1,446,3,2024-03-05,1,119.95
3324,55,91,3,2024-06-01,2,57.08
3325,3,236,5,2024-04-11,1,222.88
3326,78,474,3,2023-07-18,3,507.29
3327,38,289,3,2024-06-29,1,335.41
3328,1,410,1,2024-07-21,4,445.74
3329,38,474,3,2023-07-30,2,93.43
3330,85,356,1,2024-08-31,2,240.77
3331,29,168,1,2024-05-15,4,106.68
3332,5,193,3,2023-08-29,3,237.41
3333,74,187,2,2023-06-19,1,706.28
3334,21,271,4,2023-10-21,3,579.54
3335,71,114,2,2023-11-11,3,340.63
3336,67,385,3,2023-05-07,3,268.61
3337,47,11,3,2024-04-12,2,997.55
3338,84,55,2,2024-01-02,1,770.19
3339,83,258,3,2023-01-21,2,823.82
3340,35,65,1,2023-11-12,2,36.1
3341,68,479,5,2023-03-31,2,68.99
3342,69,172,3,2024-02-08,1,715.49
3343,1,272,3,2024-06-01,4,199.91
3344,68,150,2,2024-03-26,2,431.4
3345,12,362,1,2024-08-31,2,192.32
3346,60,146,2,2023-05-30,2,185.3
3347,27,431,2,2024-03-21,1,117.99
3348,56,209,3,2023-03-21,1,598.32
3349,23,286,1,2023-01-17,3,741.91
3350,25,10,3,2023-05-18,2,66.28
3351,21,227,3,2024-10-13,2,282.8
3352,61,186,3,2024-05-22,1,661.78
3353,63,62,3,2024-07-05,1,398.39
3354,52,85,5,2024-11-10,2,707.62
3355,88,464,4,2023-03-15,4,761.64
3356,25,134,1,2023-03-15,3,41.97
3357,55,323,5,2023-02-19,3,387.05
3358,46,297,4,2023-01-10,2,731.85
3359,32,171,4,2023-04-13,3,384.63
3360,55,213,4,2024-01-23,3,15.77
3361,5,461,5,2024-01-20,2,342.94
3362,36,18,1,2023-10-26,3,873.93
3363,49,314,2,2023-12-05,1,952.42
3364,58,60,4,2024-01-24,2,564.91
3365,39,88,2,2024-04-18,1,313.3
3366,80,27,2,2024-09-07,2,471.4
3367,85,68,3,2023-05-22,1,243.84
3368,61,278,2,2023-06-19,3,176.44
3369,9,408,3,2023-01-13,4,498.6
3370,6,40,1,2024-10-30,1,739.32
3371,35,109,1,2024-03-24,1,230.24
3372,39,74,3,2023-06-23,4,910.44
3373,22,66,1,2024-11-04,4,176.55
3374,41,168,4,2023-05-12,1,562.83
3375,5,262,1,2024-06-23,1,778.62
3376,42,368,3,2024-08-17,1,221.25
3377,87,274,4,2023-09-26,2,303.48
3378,81,337,2,2023-09-08,1,60.97
3379,76,358,2,2024-01-05,1,944.51
3380,87,237,2,2024-09-09,4,492.1
3381,80,215,3,2024-06-09,4,73.66
3382,67,366,2,2024-08-14,2,831.83
3383,30,286,1,2024-05-20,2,573.65
3384,57,378,2,2024-11-02,3,64.73
3385,86,149,5,2023-06-27,1,456.39
3386,73,318,5,2024-10-28,1,440.06
3387,29,394,2,2024-06-30,4,154.62
3388,37,376,2,2023-09-16,3,426.17
3389,87,107,5,2023-09-17,1,289.98
3390,13,141,2,2023-05-15,3,702.94
3391,32,76,4,2024-04-05,2,15.44
3392,46,9,5,2024-05-03,1,115.31
3393,23,196,3,2024-10-04,1,919.46
3394,45,295,5,2023-03-22,2,439.0
3395,17,280,1,2024-01-02,1,184.42
3396,85,381,4,2023-02-28,2,795.29
3397,66,118,3,2023-03-15,2,853.08
3398,6,290,2,2023-08-27,3,219.1
3399,18,487,1,2023-05-09,4,716.46
3400,22,61,1,2024-02-16,4,618.98
3401,33,425,4,2023-11-11,2,747.61
3402,30,389,3,2024-01-09,3,790.02
3403,81,335,1,2024-03-12,2,664.33
3404,32,306,3,2023-05-18,3,956.65
3405,42,388,3,2024-03-30,3,865.58
3406,78,51,1,2024-09-06,4,236.68
3407,10,52,3,2023-01-09,4,914.43
3408,36,122,4,2023-08-20,3,366.0
3409,34,167,1,2024-09-02,4,729.28
3410,73,8,4,2024-12-30,3,849.53
3411,28,369,4,2024-02-01,1,442.01
3412,11,45,3,2024-11-10,2,60.99
3413,78,344,3,2024-07-27,4,950.16
3414,39,245,1,2023-11-14,2,81.76
3415,47,284,2,2024-05-21,4,354.63
3416,19,375,1,2024-06-05,2,600.48
3417,15,107,4,2023-03-28,2,126.36
3418,28,27,3,2024-12-16,4,839.82
3419,24,193,4,2023-11-14,4,211.39
3420,72,418,5,2023-11-29,4,986.14
3421,9,337,5,2023-12-26,4,917.27
3422,47,357,4,2023-08-29,3,608.51
3423,33,62,2,2023-02-25,4,663.41
3424,62,62,2,2023-04-20,4,538.27
3425,19,422,1,2023-02-18,4,397.19
3426,67,282,1,2023-01-16,1,358.19
3427,74,121,1,2023-03-14,2,892.74
3428,40,280,3,2023-07-21,4,580.85
3429,47,39,2,2023-04-03,4,825.06
3430,65,380,4,2024-10-10,2,518.93
3431,29,277,5,2023-02-02,2,313.95
3432,50,94,2,2024-08-22,3,100.84
3433,13,431,2,2024-02-23,2,330.46
3434,1,115,2,2023-07-22,2,881.32
3435,34,176,1,2024-07-04,1,714.84
3436,48,121,3,2024-09-17,3,787.97
3437,77,13,4,2024-12-20,1,775.7
3438,48,485,1,2023-11-08,2,128.77
3439,49,387,3,2024-04-13,4,167.27
3440,64,416,2,2024-01-29,3,324.07
3441,61,163,3,2023-07-30,2,308.02
3442,29,275,1,2024-07-24,2,75.42
3443,39,398,2,2023-06-05,4,161.94
3444,88,176,1,2024-09-25,4,857.67
3445,26,470,4,2024-09-23,4,593.15
3446,17,337,2,2023-11-18,3,348.86
3447,71,379,3,2024-03-10,1,531.21
3448,13,324,1,2024-07-27,3,268.7
3449,69,173,5,2024-10-31,4,588.0
3450,26,488,3,2023-02-09,3,83.88
3451,49,275,3,2023-02-09,4,903.62
3452,67,64,2,2024-03-28,1,248.04
3453,7,101,3,2023-07-09,3,820.88
3454,58,322,1,2023-01-15,1,663.4
3455,49,463,5,2023-05-04,1,527.78
3456,53,66,4,2023-10-07,4,930.5
3457,65,331,5,2023-02-17,3,165.25
3458,62,45,1,2023-07-08,3,128.08
3459,17,87,2,2023-10-31,1,328.64
3460,43,458,1,2024-07-12,4,831.92
3461,25,67,3,2024-11-26,1,44.85
3462,3,453,2,2023-04-15,1,247.01
3463,79,259,4,2024-01-04,1,430.46
3464,29,422,4,2024-05-15,1,715.81
3465,32,205,1,2024-04-04,3,306.32
3466,26,426,3,2023-09-04,2,453.63
3467,16,467,4,2023-09-21,3,343.48
3468,25,424,5,2023-07-25,4,101.14
3469,54,178,2,2024-05-21,2,741.29
3470,28,419,5,2024-06-13,1,466.77
3471,73,280,4,2023-12-30,3,814.39
3472,56,344,4,2023-12-06,2,697.75
3473,65,17,1,2024-02-11,1,67.24
3474,86,296,1,2024-03-28,3,505.08
3475,80,202,2,2024-07-31,2,990.95
3476,41,450,1,2023-05-30,3,314.79
3477,51,172,3,2023-07-12,2,498.03
3478,71,407,2,2023-05-27,4,655.51
